date,cash,market_value,equity,positions
2025-05-19,3189.44,1184048.0,1187237.44,7
2025-05-20,3189.44,1197917.0,1201106.44,7
2025-05-21,2361.43,1209405.0,1211766.43,7
2025-05-22,2361.43,1213315.0,1215676.43,7
2025-05-23,2361.43,1201530.0,1203891.43,7
2025-05-26,1537.42,1185671.0,1187208.42,7
2025-05-27,1537.42,1181830.0,1183367.42,7
2025-05-28,1537.42,1187988.0,1189525.42,7
2025-05-29,1817.91,1186400.0,1188217.91,7
2025-05-30,665.9,1186693.0,1187358.9,8
2025-06-03,665.9,1185214.0,1185879.9,8
2025-06-04,665.9,1187298.0,1187963.9,8
2025-06-05,665.9,1181837.0,1182502.9,8
2025-06-06,665.9,1184213.0,1184878.9,8
2025-06-09,665.9,1190815.0,1191480.9,8
2025-06-10,665.9,1194679.0,1195344.9,8
2025-06-11,665.9,1204013.0,1204678.9,8
2025-06-12,665.9,1205660.0,1206325.9,8
2025-06-13,51455.17,1150369.0,1201824.17,7
2025-06-16,17521.35,1187168.0,1204689.35,7
2025-06-17,1010.18,1196367.0,1197377.18,7
2025-06-18,1010.18,1192573.0,1193583.18,7
2025-06-19,1010.18,1187942.0,1188952.18,7
2025-06-20,1010.18,1193056.0,1194066.18,7
2025-06-23,1010.18,1196598.0,1197608.18,7
2025-06-24,1010.18,1205699.0,1206709.18,7
2025-06-25,217.17,1215368.0,1215585.17,8
2025-06-26,217.17,1211842.0,1212059.17,8
2025-06-27,217.17,1193690.0,1193907.17,8
2025-06-30,1051.82,1193171.0,1194222.82,8
2025-07-01,1344.35,1205126.0,1206470.35,7
2025-07-02,142.34,1205635.0,1205777.34,7
2025-07-03,142.34,1205166.0,1205308.34,7
2025-07-04,142.34,1214533.0,1214675.34,7
2025-07-07,142.34,1212779.0,1212921.34,7
2025-07-08,142.34,1214477.0,1214619.34,7
2025-07-09,142.34,1211188.0,1211330.34,7
2025-07-10,142.34,1228378.0,1228520.34,7
2025-07-11,142.34,1237643.0,1237785.34,7
2025-07-14,2133.87,1244547.0,1246680.87,8
2025-07-15,412.94,1237845.0,1238257.94,8
2025-07-16,1226.79,1232970.0,1234196.79,8
2025-07-17,2798.6,1232718.0,1235516.6,9
2025-07-18,390.36,1233965.0,1234355.36,9
2025-07-21,390.36,1234746.0,1235136.36,9
2025-07-22,390.36,1233040.0,1233430.36,9
2025-07-23,390.36,1235500.0,1235890.36,9
2025-07-24,45318.58,1189164.0,1234482.58,8
2025-07-25,847.0,1220257.0,1221104.0,9
2025-07-28,847.0,1246829.0,1247676.0,9
2025-07-29,3480.74,1252431.0,1255911.74,9
2025-07-30,245.71,1251924.0,1252169.71,9
2025-07-31,245.71,1224252.0,1224497.71,9
2025-08-01,245.71,1210887.0,1211132.71,9
2025-08-04,245.71,1215433.0,1215678.71,9
2025-08-05,245.71,1225247.0,1225492.71,9
2025-08-06,24168.76,1199288.0,1223456.76,9
2025-08-07,47425.07,1171090.0,1218515.07,9
2025-08-08,2263.33,1212838.0,1215101.33,9
2025-08-11,2263.33,1215209.0,1217472.33,9
2025-08-12,5132.1,1212671.0,1217803.1,9
2025-08-13,752.06,1232344.0,1233096.06,9
2025-08-14,752.06,1235910.0,1236662.06,9
2025-08-15,8546.08,1240402.0,1248948.08,9
2025-08-18,7371.58,1243186.0,1250557.58,8
2025-08-19,7371.58,1220424.0,1227795.58,8
2025-08-20,7371.58,1234435.0,1241806.58,8
2025-08-21,7371.58,1240374.0,1247745.58,8
2025-08-22,5346.56,1268840.0,1274186.56,8
2025-08-25,5346.56,1286370.0,1291716.56,8
2025-08-26,771.51,1279974.0,1280745.51,8
2025-08-27,771.51,1246887.0,1247658.51,8
2025-08-28,69213.13,1185348.0,1254561.13,8
2025-08-29,9144.91,1288586.0,1297730.91,8
2025-09-01,9144.91,1292723.0,1301867.91,8
2025-09-02,139417.61,1158017.0,1297434.61,8
2025-09-03,12728.39,1272213.0,1284941.39,9
2025-09-04,7524.96,1257008.0,1264532.96,9
2025-09-05,7066.03,1291817.0,1298883.03,9
2025-09-08,6650.03,1301474.0,1308124.03,9
2025-09-09,1873.78,1293149.0,1295022.78,9
2025-09-10,1873.78,1287639.0,1289512.78,9
2025-09-11,5036.98,1291140.0,1296176.98,9
2025-09-12,5036.98,1287204.0,1292240.98,9
2025-09-15,2780.96,1306967.0,1309747.96,9
2025-09-16,8145.31,1294909.0,1303054.31,9
2025-09-17,269495.95,1047067.0,1316562.95,8
2025-09-18,269495.95,1038268.0,1307763.95,8
2025-09-19,311805.15,995463.0,1307268.15,6
2025-09-22,311805.15,996124.0,1307929.15,6
2025-09-23,494681.06,802054.0,1296735.06,5
2025-09-24,494681.06,809523.0,1304204.06,5
2025-09-25,494681.06,817965.0,1312646.06,5
2025-09-26,494681.06,800710.0,1295391.06,5
2025-09-29,494681.06,805880.0,1300561.06,5
2025-09-30,494681.06,825314.0,1319995.06,5
2025-10-09,494681.06,832888.0,1327569.06,5
2025-10-10,494681.06,799581.0,1294262.06,5
2025-10-13,367207.93,909431.0,1276638.93,6
