date,cash,market_value,equity,positions
2024-12-20,3674.84,1265720.0,1269394.84,5
2024-12-23,750.81,1274529.0,1275279.81,5
2024-12-24,750.81,1291415.0,1292165.81,5
2024-12-25,750.81,1285352.0,1286102.81,5
2024-12-26,750.81,1274595.0,1275345.81,5
2024-12-27,750.81,1271051.0,1271801.81,5
2024-12-30,750.81,1289406.0,1290156.81,5
2024-12-31,750.81,1271710.0,1272460.81,5
2025-01-02,1928.85,1238442.0,1240370.85,5
2025-01-03,2258.37,1234130.0,1236388.37,5
2025-01-06,479.35,1243451.0,1243930.35,5
2025-01-07,479.35,1232646.0,1233125.35,5
2025-01-08,330032.99,912901.0,1242933.99,3
2025-01-09,39642.51,1193035.0,1232677.51,4
2025-01-10,1935.27,1219890.0,1221825.27,4
2025-01-13,1935.27,1218114.0,1220049.27,4
2025-01-14,1935.27,1228273.0,1230208.27,4
2025-01-15,1935.27,1231172.0,1233107.27,4
2025-01-16,1935.27,1241666.0,1243601.27,4
2025-01-17,1935.27,1233961.0,1235896.27,4
2025-01-20,1935.27,1218946.0,1220881.27,4
2025-01-21,1935.27,1213765.0,1215700.27,4
2025-01-22,1935.27,1189570.0,1191505.27,4
2025-01-23,110774.64,1082320.0,1193094.64,4
2025-01-24,110774.64,1088630.0,1199404.64,4
2025-01-27,4594.04,1204197.0,1208791.04,4
2025-02-05,4594.04,1191993.0,1196587.04,4
2025-02-06,4594.04,1206339.0,1210933.04,4
2025-02-07,4594.04,1210170.0,1214764.04,4
2025-02-10,4594.04,1213627.0,1218221.04,4
2025-02-11,261438.69,954948.0,1216386.69,3
2025-02-12,657.34,1235781.0,1236438.34,5
2025-02-13,657.34,1230246.0,1230903.34,5
2025-02-14,203.34,1261326.0,1261529.34,5
2025-02-17,203.34,1270696.0,1270899.34,5
2025-02-18,203.34,1275029.0,1275232.34,5
2025-02-19,5645.26,1275706.0,1281351.26,4
2025-02-20,252.21,1295415.0,1295667.21,4
2025-02-21,252.21,1336163.0,1336415.21,4
2025-02-24,36261.14,1274002.0,1310263.14,4
2025-02-25,393.07,1299227.0,1299620.07,4
2025-02-26,393.07,1305839.0,1306232.07,4
2025-02-27,393.07,1304103.0,1304496.07,4
2025-02-28,393.07,1277760.0,1278153.07,4
2025-03-03,393.07,1276410.0,1276803.07,4
2025-03-04,393.07,1259504.0,1259897.07,4
2025-03-05,393.07,1278075.0,1278468.07,4
2025-03-06,393.07,1297478.0,1297871.07,4
2025-03-07,393.07,1299384.0,1299777.07,4
2025-03-10,393.07,1285939.0,1286332.07,4
2025-03-11,393.07,1288218.0,1288611.07,4
2025-03-12,393.07,1286365.0,1286758.07,4
2025-03-13,393.07,1287692.0,1288085.07,4
2025-03-14,393.07,1338219.0,1338612.07,4
2025-03-17,5704.68,1336911.0,1342615.68,4
2025-03-18,5704.68,1375508.0,1381212.68,4
2025-03-19,5704.68,1399267.0,1404971.68,4
2025-03-20,8119.66,1381982.0,1390101.66,5
2025-03-21,2174.89,1342204.0,1344378.89,5
2025-03-24,8427.04,1344248.0,1352675.04,4
2025-03-25,1688.97,1341652.0,1343340.97,4
2025-03-26,1688.97,1319032.0,1320720.97,4
2025-03-27,1688.97,1346864.0,1348552.97,4
2025-03-28,1688.97,1341630.0,1343318.97,4
2025-03-31,1688.97,1331860.0,1333548.97,4
2025-04-01,1688.97,1325420.0,1327108.97,4
2025-04-02,1688.97,1309684.0,1311372.97,4
2025-04-03,1688.97,1290858.0,1292546.97,4
2025-04-07,1688.97,1195820.0,1197508.97,4
2025-04-08,961824.63,238630.0,1200454.63,1
2025-04-09,602719.29,604178.0,1206897.29,2
2025-04-10,483475.52,726120.0,1209595.52,2
2025-04-11,483475.52,723528.0,1207003.52,2
2025-04-14,483475.52,721422.0,1204897.52,2
2025-04-15,239932.48,964973.0,1204905.48,3
2025-04-16,119976.3,1093020.0,1212996.3,3
2025-04-17,119976.3,1087209.0,1207185.3,3
2025-04-18,119976.3,1082907.0,1202883.3,3
2025-04-21,119976.3,1085072.0,1205048.3,3
2025-04-22,119976.3,1101964.0,1221940.3,3
2025-04-23,117043.27,1101039.0,1218082.27,3
2025-04-24,2345.18,1217452.0,1219797.18,4
2025-04-25,2345.18,1208625.0,1210970.18,4
2025-04-28,2345.18,1205197.0,1207542.18,4
2025-04-29,2345.18,1196099.0,1198444.18,4
2025-04-30,108734.27,1096344.0,1205078.27,3
2025-05-06,108734.27,1090736.0,1199470.27,3
2025-05-07,108734.27,1097830.0,1206564.27,3
2025-05-08,108734.27,1095274.0,1204008.27,3
2025-05-09,5987.56,1213002.0,1218989.56,4
2025-05-12,5987.56,1194313.0,1200300.56,4
2025-05-13,4740.59,1207091.0,1211831.59,4
2025-05-14,625.55,1232855.0,1233480.55,4
2025-05-15,625.55,1241326.0,1241951.55,4
2025-05-16,625.55,1232472.0,1233097.55,4
2025-05-19,625.55,1232738.0,1233363.55,4
2025-05-20,625.55,1243725.0,1244350.55,4
2025-05-21,625.55,1258346.0,1258971.55,4
2025-05-22,625.55,1262616.0,1263241.55,4
2025-05-23,625.55,1241934.0,1242559.55,4
2025-05-26,625.55,1230437.0,1231062.55,4
2025-05-27,625.55,1229100.0,1229725.55,4
2025-05-28,625.55,1243120.0,1243745.55,4
2025-05-29,625.55,1237090.0,1237715.55,4
2025-05-30,625.55,1240005.0,1240630.55,4
2025-06-03,625.55,1243462.0,1244087.55,4
2025-06-04,625.55,1246248.0,1246873.55,4
2025-06-05,625.55,1236129.0,1236754.55,4
2025-06-06,625.55,1241750.0,1242375.55,4
2025-06-09,625.55,1249824.0,1250449.55,4
2025-06-10,625.55,1259083.0,1259708.55,4
2025-06-11,625.55,1264686.0,1265311.55,4
2025-06-12,625.55,1273562.0,1274187.55,4
2025-06-13,625.55,1267265.0,1267890.55,4
2025-06-16,625.55,1268184.0,1268809.55,4
2025-06-17,625.55,1261877.0,1262502.55,4
2025-06-18,625.55,1261489.0,1262114.55,4
2025-06-19,625.55,1260713.0,1261338.55,4
2025-06-20,625.55,1257397.0,1258022.55,4
2025-06-23,625.55,1261402.0,1262027.55,4
2025-06-24,625.55,1260888.0,1261513.55,4
2025-06-25,625.55,1266957.0,1267582.55,4
2025-06-26,625.55,1266635.0,1267260.55,4
2025-06-27,625.55,1242733.0,1243358.55,4
2025-06-30,2147.1,1235481.0,1237628.1,5
2025-07-01,6667.64,1243917.0,1250584.64,5
2025-07-02,1092.58,1250916.0,1252008.58,5
2025-07-03,1092.58,1245675.0,1246767.58,5
2025-07-04,1092.58,1256467.0,1257559.58,5
2025-07-07,1092.58,1259537.0,1260629.58,5
2025-07-08,1092.58,1258341.0,1259433.58,5
2025-07-09,1092.58,1257244.0,1258336.58,5
2025-07-10,1092.58,1274141.0,1275233.58,5
2025-07-11,1092.58,1255631.0,1256723.58,5
2025-07-14,1092.58,1265056.0,1266148.58,5
2025-07-15,201.57,1258397.0,1258598.57,5
2025-07-16,201.57,1255425.0,1255626.57,5
2025-07-17,201.57,1249520.0,1249721.57,5
2025-07-18,201.57,1243716.0,1243917.57,5
2025-07-21,201.57,1241491.0,1241692.57,5
2025-07-22,201.57,1240109.0,1240310.57,5
2025-07-23,201.57,1239416.0,1239617.57,5
2025-07-24,8874.74,1229529.0,1238403.74,5
2025-07-25,2753.89,1235746.0,1238499.89,5
2025-07-28,2753.89,1252204.0,1254957.89,5
2025-07-29,2753.89,1287018.0,1289771.89,5
2025-07-30,2753.89,1294854.0,1297607.89,5
2025-07-31,84.86,1270645.0,1270729.86,5
2025-08-01,84.86,1240223.0,1240307.86,5
2025-08-04,84.86,1235409.0,1235493.86,5
2025-08-05,84.86,1251941.0,1252025.86,5
2025-08-06,84.86,1254588.0,1254672.86,5
2025-08-07,84.86,1245138.0,1245222.86,5
2025-08-08,84.86,1244617.0,1244701.86,5
2025-08-11,84.86,1237609.0,1237693.86,5
2025-08-12,84.86,1247605.0,1247689.86,5
2025-08-13,84.86,1275431.0,1275515.86,5
2025-08-14,84.86,1280021.0,1280105.86,5
2025-08-15,84.86,1274443.0,1274527.86,5
2025-08-18,3202.09,1268298.0,1271500.09,5
2025-08-19,3202.09,1226832.0,1230034.09,5
2025-08-20,107.06,1243557.0,1243664.06,5
2025-08-21,107.06,1245334.0,1245441.06,5
2025-08-22,107.06,1270174.0,1270281.06,5
2025-08-25,107.06,1306414.0,1306521.06,5
2025-08-26,107.06,1286564.0,1286671.06,5
2025-08-27,107.06,1253986.0,1254093.06,5
2025-08-28,2196.44,1258605.0,1260801.44,5
2025-08-29,2196.44,1324567.0,1326763.44,5
2025-09-01,2196.44,1347371.0,1349567.44,5
2025-09-02,1196.49,1341950.0,1343146.49,5
2025-09-03,1196.49,1329132.0,1330328.49,5
2025-09-04,1196.49,1299890.0,1301086.49,5
2025-09-05,1196.49,1342351.0,1343547.49,5
2025-09-08,1196.49,1344346.0,1345542.49,5
2025-09-09,110053.7,1225926.0,1335979.7,5
2025-09-10,1477.09,1329670.0,1331147.09,5
2025-09-11,1477.09,1347082.0,1348559.09,5
2025-09-12,1477.09,1338867.0,1340344.09,5
2025-09-15,1477.09,1373443.0,1374920.09,5
2025-09-16,87147.47,1280241.0,1367388.47,5
2025-09-17,197574.05,1191258.0,1388832.05,5
2025-09-18,138336.25,1237650.0,1375986.25,5
2025-09-19,431150.54,942200.0,1373350.54,4
2025-09-22,424096.47,958075.0,1382171.47,4
2025-09-23,474636.03,883024.0,1357660.03,3
